numero;tipo;gravidade;evento
2305/661018;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/686281;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/549524;SSO - Complete loss of well control;MINOR;(NCS-Troll A) Detected loss of well control condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/468509;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/256713;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/219239;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/218344;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/221342;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/124752;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/082239;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2305/085436;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Valhall) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/935604;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/993442;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/801897;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/871778;SSO - BOP failure during test/operation;MINOR;(NCS-Martin Linge) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/879862;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/731310;SSO - Complete loss of well control;SEVERE;(NCS-Johan Sverdrup) Detected loss of well control condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/600768;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/681179;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/525479;SSO - BOP failure during test/operation;MINOR;(NCS-Troll A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/424764;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/135901;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/157913;SSO - BOP failure during test/operation;MINOR;(NCS-Valhall) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2304/117505;SSO - Major structural fatigue or damage;MINOR;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/992090;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/898887;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/707438;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/752787;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/711087;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/601590;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/438538;SSO - Major structural fatigue or damage;MINOR;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/349940;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/264028;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/141884;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2303/016110;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/956186;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/947096;SSO - Major structural fatigue or damage;MINOR;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/981107;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/986942;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/821827;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/783948;SSO - BOP failure during test/operation;MINOR;(NCS-Statfjord B) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/695507;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/644345;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/392062;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/309120;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/323715;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/331079;SSO - BOP failure during test/operation;MODERATE;(NCS-Gullfaks C) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/252091;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/264452;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2302/076697;SSO - BOP failure during test/operation;MINOR;(NCS-Heidrun) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/858490;SSO - BOP failure during test/operation;MINOR;(NCS-Statfjord B) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/791979;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/668145;SSO - CSB / Shear system malfunction;MINOR;(NCS-Asgard A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/685796;SSO - CSB / Shear system malfunction;MINOR;(NCS-Aasta Hansteen) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/658689;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/542467;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/425033;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/333900;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/369862;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2301/365987;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
